zone_id,latitude,longitude
1,40.6895314,-74.17446240000002
2,40.62419529054603,-73.82648253483205
3,40.86522859999999,-73.8462444
4,40.7258428,-73.9774916
5,40.55265928694547,-74.18848410184935
6,40.60032414603443,-74.07177055895127
7,40.7643574,-73.92346189999998
8,40.7792459,-73.92296540000002
9,40.75411500000001,-73.7860276
10,40.6737751,-73.786025
11,40.60452670000001,-74.004258
12,40.70327750000001,-74.01702790000002
13,40.7115786,-74.0158441
14,40.6261638,-74.03294989999998
15,40.7922167,-73.7760641
16,40.7585569,-73.76543670000002
17,40.691507494880454,-73.94990503507513
18,40.8700999,-73.8856912
19,40.73202070000001,-73.71836390000001
20,40.8523198,-73.88601
21,40.60142943983499,-73.98353709672226
22,40.6112691,-73.9976946
23,40.60805939999999,-74.1361833
24,40.801970493899454,-73.96547951516965
25,40.6848689,-73.98447220000001
26,40.6323009,-73.9888797
27,40.5616379,-73.8953425
28,40.71159635794488,-73.8087290163751
29,40.5780706,-73.9596565
30,40.603687442135445,-73.82192695679379
31,40.85774668091562,-73.87547595053039
32,40.86400220602342,-73.86490099876715
33,40.6960105,-73.9932872
34,40.7020737,-73.9708292
35,40.66308,-73.90952790000001
36,40.70052219951899,-73.91771053131579
37,40.692626,-73.923672
38,40.692158,-73.7330753
39,40.6402325,-73.90605790000002
40,40.6795331,-73.9991637
41,40.80433394979442,-73.95129200243517
42,40.8142585,-73.9426617
43,40.78286470000001,-73.9653551
44,40.5254945817636,-74.23353354937616
45,40.7157509,-73.9970307
46,40.85967160278746,-73.78572384224013
47,40.8405744,-73.90039230000002
48,40.76225275531918,-73.98984464313301
49,40.68936650000001,-73.9639021
50,40.76280379999999,-73.9940677
51,40.8738889,-73.82944440000001
52,40.686536,-73.9962255
53,40.786395,-73.8389657
54,40.69323847613714,-74.00261981278697
55,40.5755438,-73.9707016
56,40.7449859,-73.8642613
57,40.75181936699927,-73.85358156034262
58,40.8391667,-73.8197222
59,40.8378792,-73.8960051
60,40.833990477273645,-73.88590003419147
61,40.67446941826629,-73.93928705867955
62,40.6681032,-73.94479940000002
63,40.6836118,-73.8801301
64,40.768713,-73.74707649999998
65,40.6930987,-73.98566339999998
66,40.703055600000006,-73.98472209999998
67,40.6214932,-74.00958399999998
68,40.74842755506553,-73.99991742024713
69,40.83141669708503,-73.91502929553263
70,40.76335220113298,-73.86839559842021
71,40.6373955,-73.92986570000002
72,40.6549825,-73.92240600000002
73,40.7525589,-73.8095574
74,40.7957399,-73.93892129999998
75,40.79001075149523,-73.94575026755166
76,40.656831200000006,-73.88307009999998
77,40.66655893903507,-73.8953641175033
78,40.84537810000001,-73.8909693
79,40.7264773,-73.98153370000001
80,40.7158762,-73.93304289999998
81,40.880935411489226,-73.83664334408306
82,40.737975,-73.8801301
83,40.7394078,-73.89224499999997
84,40.528686446566034,-74.18767433468844
85,40.6492617,-73.9580402
86,40.5998931,-73.74484369999998
87,40.7074909,-74.01127640000001
88,40.703357903235975,-74.01151502922326
89,40.6409217,-73.96243270000002
90,40.74227862901209,-73.99697141558363
91,40.6268432,-73.93304289999998
92,40.7674987,-73.833079
93,40.73971359999999,-73.840785
94,40.85815519618385,-73.89953593442145
95,40.718106,-73.84484690000002
96,40.6887278,-73.8862997
97,40.6920638,-73.97418739999998
98,40.7335179,-73.78014470000002
99,40.5773669,-74.18616159999998
100,40.75351275872555,-73.98878659911527
101,40.7471504,-73.7118223
102,40.70354561076271,-73.87573576709772
103,40.6892494,-74.04450039999998
104,40.69876867362594,-74.04077076873651
105,40.68878423861282,-74.01907272636826
106,40.6733364,-73.9903489
107,40.7367783,-73.98447220000001
108,40.5910166,-73.977126
109,40.5543273,-74.15629200000002
110,40.54875740000001,-74.12686240000002
111,40.65807789999999,-73.9948493
112,40.7245448,-73.9418603
113,40.7325790730268,-73.99430477051165
114,40.72834039137211,-73.99738026020042
115,40.6189726,-74.0784785
116,40.8259597,-73.9496079
117,40.5880813,-73.81199289999998
118,40.5763167,-74.16884639999998
119,40.8384699,-73.92716440000002
120,40.84462960000001,-73.9329638
121,40.7295011,-73.8080287
122,40.7112203,-73.762495
123,40.59423109999999,-73.9583652
124,40.6571222,-73.84299890000001
125,40.7265834,-74.00747309999998
126,40.8120246,-73.8801301
127,40.86771450000001,-73.92120190000001
128,40.878888008128655,-73.92363631088642
129,40.7556818,-73.88307009999998
130,40.70436877745488,-73.79397965822707
131,40.7178539,-73.77426159999997
132,40.6413111,-73.77813909999998
133,40.6376415,-73.97418739999998
134,40.705695,-73.8272029
135,40.728377683257094,-73.82119590387471
136,40.86526419152476,-73.90591118270504
137,40.74232920000001,-73.9800645
138,40.7769271,-73.87396590000002
139,40.6740861,-73.74484369999998
140,40.76548408788967,-73.95473878380498
141,40.7662315,-73.96023120000002
142,40.77382799999999,-73.98447220000001
143,40.7759652287608,-73.98764554944388
144,40.7205544,-73.996656
145,40.74803379999999,-73.9506774
146,40.754242520500085,-73.93482888929138
147,40.81967597930471,-73.89895638182651
148,40.71893835938007,-73.99089626184731
149,40.6056249,-73.94920789999998
150,40.57815799999999,-73.93892129999998
151,40.796989,-73.969707
152,40.8169443,-73.9558333
153,40.8761173,-73.9102628
154,40.58816030000001,-73.8969745
155,40.614590989275555,-73.91527709386854
156,40.63677010000001,-74.1587547
157,40.72399507493341,-73.90232968131366
158,40.7398532,-74.00573349999998
159,40.818259747689666,-73.9128493979915
160,40.717372,-73.87425
161,40.7561774,-73.98185059999999
162,40.75668765218866,-73.97235594352027
163,40.764421405786614,-73.9775686822272
164,40.7504013,-73.9858105
165,40.62092404874601,-73.95682460583802
166,40.8089564,-73.96243270000002
167,40.824545,-73.9104143
168,40.8091068,-73.9228881
169,40.8488863,-73.9051185
170,40.7478792,-73.9756567
171,40.7665245,-73.8036752
172,40.57149,-74.0931627
173,40.7502698,-73.8624893
174,40.8771463,-73.87866009999998
175,40.7408584,-73.758241
176,40.563994,-74.11597540000002
177,40.676644101040004,-73.9136321361135
178,40.61425879999999,-73.9688702
179,40.77157024358321,-73.92833318686117
180,40.67940720000001,-73.85072790000002
181,40.6681038,-73.9805817
182,40.83825220000001,-73.85660870000002
183,40.85055560000001,-73.83333329999998
184,40.8654997,-73.8091736
185,40.8553279,-73.8639594
186,40.74849718140484,-73.99243753697604
187,40.62816077063893,-74.14079488981709
188,40.6590448,-73.9506774
189,40.6774196,-73.9668408
190,40.6602037,-73.96895579999997
191,40.7156628,-73.7419017
192,40.74375148543139,-73.81522935845776
193,40.760313635026776,-73.94199705818421
194,40.7932271,-73.92128579999998
195,40.67728020000001,-74.00944709999997
196,40.72557219999999,-73.8624893
197,40.6958108,-73.8272029
198,40.70439860000001,-73.9018292
199,40.79312770000001,-73.88601
200,40.8993991,-73.89989820000002
201,40.57978629999999,-73.83722370000002
202,40.76050310000001,-73.9509934
203,40.6584068,-73.73895959999999
204,40.5434385,-74.19764409999998
205,40.6894086,-73.76543670000002
206,40.64583629999999,-74.0861345
207,40.7646761,-73.89850419999998
208,40.8235967,-73.81029269999998
209,40.70907274279289,-74.00366456329897
210,40.59202346436406,-73.94050716694056
211,40.723301,-74.0029883
212,40.827902148587235,-73.86967965711676
213,40.823324786166346,-73.83835777057514
214,40.5921495,-74.07108620000002
215,40.69442755408856,-73.79096393223051
216,40.6764003,-73.81249840000002
217,40.7039164404656,-73.95859684507163
218,40.67208970676714,-73.77303565610488
219,40.6626441,-73.7683784
220,40.87941970000001,-73.9074286
221,40.6264929,-74.07764139999998
222,40.647503,-73.87783320000001
223,40.77742692053253,-73.90540773409829
224,40.7316903,-73.97784940000003
225,40.6878604,-73.9330281
226,40.74327589999999,-73.9196324
227,40.64188631576503,-74.00465205914723
228,40.645532,-74.01238509999997
229,40.75762810000001,-73.961698
230,40.759011,-73.98447220000001
231,40.71636489999999,-74.0123498
232,40.7149056,-73.98924699999998
233,40.74991851435201,-73.97045074840757
234,40.7358633,-73.9910835
235,40.85252114926331,-73.9159754246645
236,40.784292,-73.95670199999998
237,40.76861518381136,-73.96563453538067
238,40.791704934426875,-73.97304890061596
239,40.7870106,-73.9753676
240,40.896327,-73.8876875
241,40.87651237544537,-73.89562001785482
242,40.84641570000001,-73.8560648
243,40.85710828331424,-73.93283148761294
244,40.84170820000001,-73.9393554
245,40.6270298,-74.10931409999998
246,40.75330906598309,-74.00401512528641
247,40.8316761,-73.9227554
248,40.83416531682742,-73.8722892729701
249,40.735781,-74.0035709
250,40.833649,-73.85679910000002
251,40.621215,-74.13180940000002
252,40.79204489999999,-73.8095574
253,40.7606911,-73.840436
254,40.8774767,-73.8664402
255,40.71491870000001,-73.95286709999998
256,40.7068974,-73.9517341
257,40.6539346,-73.9756567
258,40.6901366,-73.85660870000002
259,40.895361,-73.862916
260,40.7512123,-73.90364869999998
261,40.7127431,-74.0133795
262,40.775852794303404,-73.9466480195518
263,40.7762231,-73.94920789999998
265,40.732343,-74.0081611
